Age;Gender;Country;Income;ProductQuality;ServiceQuality;PurchaseFrequency;FeedbackScore;LoyaltyLevel;SatisfactionScore
29;Female;France;35130;10;10;12;Medium;Gold;100.0
58;Female;UK;72576;2;5;7;High;Bronze;61.32
67;Female;France;52525;1;6;15;High;Gold;83.14
51;Male;Canada;97169;3;4;17;Low;Silver;73.88
42;Male;USA;30654;4;4;17;Low;Gold;69.52
34;Female;UK;83486;10;8;14;Medium;Gold;100.0
50;Male;UK;82124;4;3;13;Low;Gold;75.79
40;Male;USA;73684;9;4;5;High;Silver;96.71
26;Female;Canada;36510;7;4;6;High;Gold;80.44
23;Female;UK;104682;9;9;16;High;Bronze;100.0
19;Male;UK;39263;7;2;17;Medium;Gold;68.61
55;Female;France;77545;7;6;9;Low;Gold;99.56
26;Female;Germany;85849;7;10;16;Low;Bronze;100.0
20;Male;UK;90663;5;2;17;Low;Gold;51.29
33;Male;Canada;105663;9;3;15;Low;Silver;100.0
42;Male;Germany;94944;6;10;12;Medium;Silver;100.0
41;Female;USA;99735;1;3;6;Low;Bronze;68.34
64;Male;UK;93324;6;5;17;Medium;Silver;100.0
46;Female;Canada;32641;9;2;3;High;Gold;80.47
61;Female;USA;59621;7;6;11;High;Silver;100.0
57;Male;France;106535;1;2;11;Medium;Gold;53.09
43;Male;France;75813;9;9;20;High;Gold;100.0
55;Female;Germany;37869;2;5;17;High;Silver;68.89
52;Female;USA;119971;7;7;12;High;Bronze;100.0
40;Female;Germany;59272;7;8;1;Medium;Silver;100.0
21;Female;USA;112523;1;10;18;Low;Silver;91.45
59;Male;USA;80020;6;7;9;High;Gold;100.0
31;Male;France;117342;5;8;11;Medium;Bronze;98.06
64;Male;Germany;35906;3;7;8;Low;Bronze;71.22
56;Male;France;110627;2;1;2;Low;Bronze;67.71
24;Female;USA;91393;6;7;16;High;Silver;95.4
25;Female;France;72830;10;9;14;High;Gold;100.0
59;Male;Germany;108780;6;3;12;Low;Bronze;96.2
68;Male;Germany;30412;2;9;16;High;Gold;88.81
36;Female;Canada;88045;6;10;14;Medium;Gold;100.0
19;Female;France;86945;6;9;18;High;Silver;100.0
64;Female;Canada;51706;5;6;18;High;Gold;100.0
18;Male;USA;54061;4;3;7;Medium;Silver;50.95
59;Male;France;33635;4;6;18;Medium;Gold;91.52
55;Female;UK;77738;10;8;11;High;Gold;100.0
30;Male;Canada;31852;7;7;16;Low;Gold;100.0
59;Female;Germany;53463;8;1;8;High;Gold;69.52
61;Male;Canada;59592;10;3;4;High;Gold;98.63
41;Female;France;94097;2;9;19;Medium;Bronze;90.29
49;Male;Canada;118073;5;2;2;Low;Silver;88.4
47;Female;Germany;86399;8;2;3;Low;Gold;90.48
23;Male;Canada;59174;2;2;10;Low;Gold;49.47
55;Female;Canada;100963;9;1;5;Medium;Gold;94.12
50;Female;UK;78924;2;4;9;Low;Silver;57.76
61;Female;USA;54249;4;5;14;High;Bronze;80.12
40;Female;Germany;104162;4;4;3;Low;Gold;68.79
27;Male;USA;106869;1;5;16;Medium;Silver;77.96
63;Female;UK;51525;10;7;9;High;Silver;100.0
32;Female;France;55515;1;9;12;Medium;Bronze;71.31
40;Female;France;51881;4;7;15;High;Gold;83.29
53;Male;UK;55456;10;2;5;Medium;Silver;75.9
18;Female;France;112468;3;2;6;Low;Silver;49.37
25;Male;France;42990;8;5;15;High;Gold;85.57
20;Female;Canada;77062;9;4;20;High;Gold;91.74
31;Female;Canada;84658;2;8;9;Medium;Silver;74.89
34;Female;Canada;69084;6;3;9;Medium;Bronze;87.96
51;Female;UK;81289;8;3;15;Low;Gold;100.0
64;Male;France;118936;6;4;20;High;Bronze;100.0
23;Male;USA;94674;1;3;20;Medium;Gold;56.05
22;Female;Germany;62193;7;1;11;High;Bronze;60.9
63;Female;France;104579;2;1;3;Medium;Gold;52.8
68;Female;UK;69035;6;9;4;Low;Gold;100.0
58;Male;Canada;52993;3;3;3;High;Gold;65.35
57;Female;Germany;84824;3;5;4;Low;Silver;75.55
46;Male;Germany;40061;1;10;16;Low;Silver;69.61
52;Male;Germany;64779;8;7;18;Medium;Silver;100.0
35;Female;USA;32525;7;2;17;Low;Gold;66.89
57;Male;Canada;78143;1;1;7;High;Bronze;70.56
65;Female;Canada;95841;1;7;1;Medium;Bronze;73.22
47;Male;Canada;111399;9;9;8;High;Silver;100.0
32;Female;Canada;105171;7;6;9;High;Bronze;82.37
32;Female;France;92842;9;8;17;High;Bronze;100.0
33;Female;Germany;59009;10;1;20;Low;Gold;92.65
50;Female;Germany;108022;9;3;8;Low;Bronze;100.0
27;Female;Germany;117306;3;7;16;Low;Silver;91.27
36;Female;UK;87230;9;4;7;High;Gold;100.0
54;Male;Canada;109533;8;6;18;Low;Silver;100.0
67;Male;France;110627;6;5;2;Medium;Bronze;89.75
20;Male;France;98731;5;6;8;High;Silver;96.83
53;Female;UK;34348;5;7;9;Medium;Gold;81.06
21;Female;UK;76270;5;10;6;Low;Bronze;100.0
28;Female;Germany;110856;10;4;8;Low;Bronze;100.0
58;Female;Germany;87959;2;4;20;Medium;Silver;74.24
50;Female;Germany;33616;1;5;7;Medium;Gold;38.37
45;Female;Germany;73641;2;6;17;Low;Silver;86.17
49;Male;Germany;92475;3;4;2;Low;Gold;71.0
33;Female;Canada;33250;9;2;2;Low;Bronze;66.43
26;Female;France;78360;7;2;1;High;Gold;78.4
28;Female;Canada;116611;4;10;13;High;Gold;100.0
23;Female;France;35988;10;5;20;Medium;Bronze;100.0
66;Female;USA;114953;5;1;13;Medium;Gold;80.34
44;Male;USA;103276;2;8;1;Medium;Gold;79.91
29;Female;USA;101722;3;2;19;Low;Silver;64.43
39;Female;France;115063;7;10;16;Medium;Silver;100.0
57;Male;UK;81711;2;2;15;High;Silver;56.75
65;Male;Canada;91436;3;6;17;Medium;Bronze;100.0
54;Female;UK;48775;6;7;6;Medium;Gold;88.95
38;Male;France;116267;5;9;13;Medium;Bronze;100.0
50;Male;Germany;85263;2;9;15;Low;Silver;100.0
34;Female;UK;114480;3;10;2;Medium;Bronze;100.0
46;Male;France;64753;5;5;8;Low;Silver;77.95
57;Female;USA;107707;8;2;17;Low;Bronze;98.4
27;Male;Germany;82522;2;7;15;High;Bronze;82.59
35;Female;USA;88422;10;9;13;Medium;Gold;100.0
64;Female;UK;115160;3;10;2;Medium;Silver;100.0
69;Male;UK;72721;4;1;18;High;Silver;62.36
30;Male;Canada;82414;1;1;9;High;Bronze;36.53
44;Female;Canada;35849;8;9;13;High;Silver;99.64
27;Female;France;105283;5;2;2;High;Bronze;58.95
49;Male;UK;34877;2;3;8;High;Bronze;55.05
58;Female;USA;37076;10;2;11;Low;Bronze;89.39
62;Male;Canada;34935;4;5;13;Low;Bronze;78.65
20;Male;USA;108964;10;1;17;Medium;Bronze;100.0
39;Male;France;76596;5;10;6;Medium;Gold;100.0
44;Female;USA;61658;1;8;12;High;Gold;89.24
20;Female;USA;43139;4;8;12;High;Gold;82.2
50;Male;Germany;116598;2;1;17;Low;Silver;59.97
19;Male;France;103778;6;3;4;High;Silver;65.73
28;Female;Canada;55079;7;9;20;Low;Gold;100.0
63;Female;Germany;80926;8;5;19;Low;Gold;100.0
27;Female;UK;40280;6;6;17;Low;Silver;78.19
56;Male;UK;118790;5;6;12;High;Gold;100.0
50;Male;Canada;51392;9;8;6;Medium;Silver;100.0
24;Female;France;111658;3;8;14;High;Bronze;90.28
32;Male;UK;98882;3;4;20;Medium;Gold;83.54
43;Male;UK;59212;4;5;19;High;Gold;76.45
28;Female;UK;45481;5;5;6;Medium;Bronze;84.35
55;Male;France;31155;5;2;11;Low;Gold;67.19
44;Female;UK;48628;5;10;16;Low;Bronze;100.0
56;Female;Canada;85295;10;9;10;Medium;Silver;100.0
24;Female;Canada;116669;8;9;20;High;Silver;100.0
18;Female;Canada;72409;10;8;9;High;Gold;100.0
27;Male;Germany;57651;1;1;16;Low;Silver;47.69
38;Female;Canada;100405;6;1;20;Low;Bronze;74.92
32;Female;USA;85662;3;3;8;High;Gold;44.24
47;Female;UK;114689;4;4;10;High;Gold;70.71
47;Male;Canada;89136;5;10;20;High;Silver;100.0
25;Male;France;66088;9;8;9;High;Bronze;100.0
41;Male;France;57222;8;8;19;High;Bronze;100.0
36;Male;France;30222;4;5;7;Low;Bronze;76.68
20;Female;Germany;93117;8;3;11;Medium;Gold;90.94
32;Male;France;31606;7;1;1;Medium;Gold;58.97
53;Male;Germany;71520;10;9;8;Medium;Bronze;100.0
23;Male;UK;95340;2;2;3;Medium;Silver;57.72
59;Female;USA;51142;5;2;3;Medium;Silver;65.75
67;Female;France;45143;8;9;12;High;Gold;100.0
65;Female;France;63484;4;8;6;Medium;Gold;100.0
35;Female;Germany;110568;5;3;20;Low;Silver;97.72
55;Male;Germany;115141;1;8;20;High;Silver;100.0
36;Male;USA;43946;8;2;11;High;Gold;94.06
66;Male;Canada;42945;5;5;3;Low;Gold;72.17
67;Male;Germany;109776;4;2;1;Medium;Bronze;86.88
47;Male;USA;119594;3;8;16;Low;Gold;100.0
30;Female;UK;117162;8;3;14;High;Bronze;83.26
56;Male;France;45946;5;10;7;Medium;Silver;82.67
69;Female;France;94006;7;5;5;Medium;Silver;100.0
29;Female;USA;77092;9;7;16;Medium;Bronze;100.0
51;Female;USA;90967;9;5;6;Low;Bronze;100.0
29;Male;France;64539;9;3;3;Low;Silver;89.97
61;Male;Germany;56733;4;3;10;High;Silver;60.74
41;Female;Canada;41612;9;5;13;Low;Bronze;100.0
21;Male;UK;58838;7;4;14;Low;Gold;77.63
53;Male;Canada;51053;9;3;10;High;Silver;82.84
67;Male;Canada;40110;7;3;5;Medium;Bronze;87.31
65;Male;Canada;111880;5;10;14;High;Bronze;100.0
31;Female;France;30345;10;4;8;High;Bronze;90.89
34;Male;Canada;71451;5;8;8;Low;Bronze;94.82
66;Male;Germany;91053;7;8;19;High;Bronze;100.0
20;Male;Germany;40062;4;5;5;Low;Bronze;59.81
55;Female;Germany;70220;6;3;6;Medium;Gold;85.7
40;Female;USA;107592;8;5;5;Low;Bronze;97.0
30;Male;UK;73769;1;2;8;Medium;Gold;45.12
26;Male;Germany;82293;3;9;12;High;Bronze;76.39
38;Male;Canada;106275;3;1;1;High;Silver;57.99
58;Male;USA;90442;5;8;7;Low;Gold;100.0
25;Female;France;88947;2;2;3;Medium;Silver;45.87
34;Female;Germany;103067;10;2;20;Low;Silver;98.84
33;Female;Canada;77530;2;9;7;Medium;Bronze;96.84
33;Female;Canada;56916;5;2;8;High;Bronze;53.0
45;Female;France;85835;3;10;9;Medium;Bronze;100.0
68;Female;USA;101636;1;9;19;High;Gold;100.0
33;Male;Canada;33650;6;8;14;Low;Silver;88.8
63;Female;UK;92046;4;6;18;Medium;Silver;96.33
69;Female;Germany;83949;7;5;6;Medium;Gold;100.0
63;Female;USA;33672;7;6;9;High;Gold;86.58
31;Male;Germany;73489;9;1;13;High;Silver;89.79
63;Female;Germany;78048;4;9;6;High;Gold;100.0
61;Female;France;42513;2;8;16;Low;Silver;93.67
55;Female;UK;113734;9;7;5;High;Bronze;100.0
37;Female;UK;92283;10;1;3;High;Gold;98.1
62;Male;France;91296;5;8;17;Medium;Bronze;100.0
65;Male;Germany;73991;9;8;2;Low;Bronze;100.0
58;Male;UK;43636;7;1;2;Medium;Silver;70.4
51;Female;Germany;71801;6;3;10;Low;Bronze;73.69
46;Male;USA;62078;2;8;5;High;Bronze;86.25
20;Male;France;94717;3;3;6;Medium;Silver;65.93
27;Male;France;65052;4;4;10;Medium;Silver;64.28
37;Male;UK;62294;4;8;20;Medium;Silver;97.21
19;Male;USA;71238;7;8;4;Medium;Gold;98.21
44;Female;Germany;91872;8;10;8;Low;Silver;100.0
49;Female;UK;80111;7;6;9;High;Bronze;100.0
27;Female;Germany;47046;6;7;18;High;Gold;100.0
57;Female;USA;49983;10;9;7;Medium;Bronze;100.0
34;Female;Canada;110800;6;5;1;Medium;Bronze;100.0
50;Female;UK;116066;2;3;13;Low;Silver;88.82
23;Male;UK;119649;8;8;8;Low;Gold;100.0
56;Male;France;32383;1;7;4;Medium;Gold;73.83
64;Female;Canada;82289;10;6;18;Low;Bronze;100.0
35;Female;UK;62157;8;4;12;High;Silver;91.73
26;Female;Germany;101265;8;1;10;Low;Silver;79.49
25;Female;USA;50967;9;5;2;High;Gold;94.55
42;Male;Canada;76114;5;6;8;High;Bronze;75.81
48;Male;France;62243;5;6;8;Medium;Bronze;82.62
59;Female;France;104363;6;4;8;Low;Bronze;90.96
21;Female;Germany;66282;9;4;12;High;Bronze;89.67
37;Female;USA;119212;8;3;1;Medium;Gold;77.52
45;Female;France;109011;2;2;6;Medium;Bronze;57.03
57;Female;France;96229;5;6;19;Low;Gold;100.0
18;Female;USA;102483;4;3;1;Low;Silver;59.77
57;Male;Canada;46956;4;8;8;Medium;Bronze;87.54
61;Male;UK;102608;1;2;1;High;Gold;60.12
40;Male;UK;91632;10;8;6;Medium;Gold;100.0
64;Male;USA;58256;7;9;7;Medium;Bronze;100.0
30;Female;USA;75441;5;4;14;High;Silver;85.16
33;Male;USA;52539;10;5;15;High;Bronze;100.0
43;Male;Germany;46002;9;1;9;Low;Gold;78.26
48;Female;Germany;102326;1;5;19;Low;Silver;87.79
67;Male;USA;47324;10;8;18;Low;Gold;100.0
18;Male;Germany;68918;10;8;11;High;Gold;100.0
34;Male;UK;58784;7;10;5;Medium;Silver;100.0
33;Female;USA;85482;6;10;9;Low;Silver;100.0
54;Female;UK;35599;2;7;12;Low;Silver;63.77
69;Female;UK;113099;9;5;19;Low;Gold;100.0
27;Female;Germany;53234;10;7;12;Low;Gold;100.0
55;Male;France;77011;8;8;2;Low;Bronze;100.0
61;Female;France;39775;9;8;15;High;Silver;100.0
48;Female;Canada;48160;2;7;1;High;Gold;72.46
27;Female;Canada;65060;3;2;7;Low;Gold;46.71
66;Male;France;56471;6;1;16;High;Silver;84.47
51;Male;USA;54815;6;7;14;Low;Silver;88.36
68;Male;France;77805;4;5;8;Low;Silver;96.01
69;Male;Germany;71797;5;7;1;Medium;Silver;100.0
23;Female;France;108664;9;10;16;Medium;Silver;100.0
45;Male;USA;63635;10;9;20;High;Bronze;100.0
45;Female;USA;107672;1;1;3;Low;Gold;61.41
30;Male;Canada;37755;5;9;7;Medium;Bronze;100.0
58;Female;Canada;48245;3;6;12;High;Bronze;76.49
29;Male;USA;84189;6;6;13;Medium;Bronze;91.75
67;Male;UK;88699;2;4;17;Medium;Bronze;80.97
57;Male;Canada;32445;5;8;5;Medium;Gold;80.89
67;Male;Germany;105729;9;3;2;High;Bronze;100.0
19;Female;UK;32621;5;2;12;Medium;Silver;58.76
25;Male;Germany;39498;4;6;20;Medium;Gold;62.76
59;Female;Germany;90459;4;9;5;Low;Bronze;84.56
26;Female;USA;84059;10;3;11;High;Silver;70.07
67;Male;UK;43354;10;10;12;Medium;Gold;100.0
25;Male;Canada;105333;9;2;6;Low;Gold;84.43
68;Male;USA;82195;9;10;9;Low;Bronze;100.0
20;Male;France;80538;9;9;17;Medium;Silver;100.0
26;Female;Canada;56776;6;4;11;Medium;Bronze;84.24
30;Female;France;33445;1;3;12;Medium;Gold;55.14
26;Male;USA;101024;4;2;3;Medium;Silver;65.82
48;Female;Germany;46122;10;2;14;Low;Gold;73.73
42;Male;Germany;100379;2;6;12;High;Gold;92.48
69;Female;UK;89791;10;7;5;Medium;Gold;100.0
61;Male;Canada;119223;10;9;12;Low;Bronze;100.0
62;Female;France;63819;7;7;2;High;Silver;93.84
25;Male;France;36015;8;3;4;High;Bronze;75.1
64;Male;UK;37515;8;7;10;Medium;Gold;100.0
48;Male;Canada;62185;9;8;12;High;Bronze;100.0
62;Male;Germany;59853;9;9;1;Low;Silver;100.0
62;Female;USA;43698;4;9;20;Medium;Bronze;100.0
48;Male;UK;65770;9;8;8;Low;Bronze;100.0
34;Male;USA;78104;4;9;7;High;Bronze;74.78
64;Female;USA;89011;6;5;9;Medium;Silver;100.0
36;Female;UK;92972;8;3;18;Low;Gold;100.0
20;Male;France;60152;4;3;16;Medium;Silver;59.48
63;Female;Canada;37470;7;8;4;Medium;Silver;100.0
47;Female;France;52696;5;3;14;Medium;Silver;70.3
27;Male;Germany;32547;8;8;6;High;Silver;84.79
66;Male;Canada;117904;7;3;20;Low;Silver;87.57
46;Male;UK;43435;10;8;13;High;Silver;100.0
57;Male;UK;73845;8;4;14;Medium;Silver;83.4
35;Male;UK;48759;8;10;6;Low;Bronze;100.0
29;Female;USA;78235;8;5;17;Low;Bronze;100.0
66;Female;UK;40722;7;10;4;Low;Bronze;100.0
40;Male;Germany;58055;4;2;20;Low;Gold;59.31
28;Male;Germany;33810;7;5;4;High;Silver;58.19
26;Male;UK;96842;4;5;16;Medium;Gold;81.01
41;Male;Canada;79151;10;6;13;Medium;Bronze;100.0
42;Female;Germany;42127;4;10;15;Medium;Gold;87.33
42;Female;Canada;73662;7;7;11;Medium;Silver;100.0
64;Male;Canada;51421;7;6;16;Medium;Bronze;100.0
26;Female;Canada;56183;3;1;3;Medium;Gold;45.99
29;Female;UK;85966;1;9;20;Medium;Bronze;87.74
28;Male;USA;40695;9;8;12;Medium;Bronze;99.19
66;Male;UK;48342;1;10;13;Medium;Bronze;62.71
55;Female;Germany;68109;6;2;5;Low;Gold;91.96
45;Female;Germany;32391;2;7;10;Medium;Bronze;53.72
25;Female;Germany;60373;6;8;3;Medium;Silver;84.52
27;Female;Germany;74033;1;4;4;Medium;Gold;50.34
42;Male;USA;81182;2;4;12;High;Bronze;60.08
64;Female;Canada;113999;10;1;9;High;Gold;100.0
53;Male;UK;47657;5;2;7;Medium;Bronze;72.13
67;Female;Germany;60662;1;3;4;Medium;Silver;51.56
60;Female;Canada;94608;2;4;20;High;Silver;69.25
26;Male;UK;44844;4;2;11;Medium;Bronze;48.66
58;Male;USA;71052;10;3;4;High;Bronze;100.0
25;Female;France;106973;7;3;4;High;Silver;95.43
20;Female;USA;59983;9;10;2;Low;Bronze;96.88
35;Male;France;80287;4;9;18;High;Silver;100.0
63;Female;Germany;82444;1;4;6;Low;Gold;51.1
52;Male;Canada;45990;2;3;4;High;Gold;66.24
34;Male;Canada;61269;1;6;11;High;Bronze;77.48
53;Female;UK;88151;10;5;8;Low;Gold;100.0
45;Female;France;42349;10;10;12;High;Bronze;100.0
67;Male;France;113125;7;6;8;Low;Gold;100.0
32;Male;UK;116517;10;7;18;High;Silver;100.0
36;Male;Canada;43256;1;1;20;Medium;Silver;34.46
39;Male;Canada;113982;9;5;4;Low;Silver;100.0
23;Male;UK;31816;7;2;3;Low;Silver;63.15
64;Male;France;65007;10;8;13;Medium;Silver;100.0
24;Female;Germany;66235;10;5;4;Medium;Gold;100.0
61;Female;UK;112498;4;1;11;Medium;Silver;86.17
65;Male;Canada;30202;4;6;19;Medium;Bronze;92.35
26;Female;Germany;31111;2;4;8;Low;Gold;76.18
37;Male;Germany;61764;8;5;15;High;Bronze;93.98
54;Male;France;51919;6;6;1;Medium;Silver;98.62
28;Male;UK;85173;2;9;10;High;Silver;77.48
19;Female;Germany;93699;6;4;9;High;Bronze;87.29
39;Female;USA;92735;6;5;9;Medium;Gold;100.0
65;Male;Germany;76386;8;1;2;Low;Silver;83.97
53;Male;Germany;41605;9;6;8;High;Silver;95.69
22;Female;Germany;61993;8;8;3;High;Bronze;90.19
24;Female;UK;66640;5;1;9;Medium;Gold;54.41
23;Male;France;69558;9;6;19;High;Silver;100.0
39;Male;France;67138;4;6;18;High;Silver;69.71
27;Female;USA;70948;6;2;6;Low;Silver;66.09
63;Female;USA;116772;3;10;7;Medium;Gold;100.0
57;Male;Germany;50853;10;6;12;High;Gold;99.86
63;Male;Germany;114031;9;9;19;High;Silver;100.0
63;Male;Germany;105761;9;10;4;Medium;Gold;100.0
37;Male;USA;41800;6;1;6;High;Bronze;67.42
45;Male;France;118774;7;1;10;Medium;Gold;100.0
40;Male;USA;89027;8;1;14;High;Silver;91.6
52;Female;France;57572;4;4;8;High;Gold;86.58
18;Female;USA;105230;1;10;7;Low;Gold;80.53
46;Female;France;63001;9;3;17;Medium;Gold;99.51
26;Male;USA;51029;3;4;10;Medium;Gold;62.09
26;Male;France;81299;5;6;6;Low;Gold;65.78
39;Female;UK;44949;3;10;10;Medium;Bronze;100.0
19;Female;UK;55955;4;10;14;High;Silver;100.0
33;Male;Canada;103108;9;1;15;Medium;Bronze;87.55
57;Female;France;88431;10;5;3;High;Bronze;100.0
23;Female;France;94083;2;10;17;Medium;Gold;100.0
30;Male;France;114840;2;1;5;Low;Gold;63.55
50;Female;Canada;65374;3;8;12;Low;Gold;91.33
36;Female;USA;56544;4;5;10;High;Silver;73.26
32;Female;UK;68756;2;10;9;High;Gold;100.0
50;Male;Canada;70541;9;8;17;High;Bronze;100.0
27;Male;UK;108033;5;6;8;Low;Gold;90.11
18;Female;Germany;99246;3;8;10;Medium;Silver;90.23
29;Female;Canada;60209;4;6;8;Medium;Silver;79.17
60;Male;Canada;76571;2;8;1;Low;Bronze;68.79
46;Male;UK;51449;10;10;18;Medium;Gold;100.0
34;Male;France;43872;1;1;15;High;Silver;39.13
21;Male;Germany;82245;5;6;8;Medium;Bronze;100.0
46;Male;UK;84550;6;1;19;High;Silver;78.31
24;Female;Canada;103781;2;8;2;High;Bronze;79.26
61;Male;France;95203;10;5;7;High;Bronze;100.0
30;Female;Germany;79348;2;4;20;High;Gold;88.92
22;Female;France;101278;6;3;2;Medium;Silver;86.79
23;Male;UK;68864;10;6;5;Medium;Bronze;100.0
51;Male;France;83089;10;8;1;Low;Gold;100.0
24;Male;Canada;112923;6;3;15;High;Bronze;98.22
63;Female;Canada;55863;1;1;16;High;Gold;61.9
45;Male;USA;34646;7;7;12;Low;Silver;98.55
63;Female;Germany;61358;3;9;14;Medium;Bronze;94.01
27;Male;UK;43590;5;10;11;High;Silver;100.0
21;Female;France;65881;8;3;5;Medium;Bronze;84.18
20;Female;Canada;30876;6;7;12;High;Silver;68.15
42;Male;USA;115041;8;9;18;Low;Bronze;100.0
40;Male;UK;30601;1;5;5;High;Silver;60.65
44;Female;Canada;116972;8;4;11;High;Bronze;100.0
31;Female;UK;87509;3;1;7;Medium;Silver;48.96
55;Male;Canada;86951;8;8;15;High;Silver;100.0
49;Female;UK;93013;9;1;7;Medium;Silver;83.81
40;Female;Canada;106549;3;8;7;High;Silver;93.1
64;Male;France;115974;4;5;7;Low;Gold;91.56
57;Male;Germany;68796;4;6;16;Low;Bronze;100.0
54;Female;Canada;58296;2;3;6;Medium;Bronze;52.67
20;Female;UK;64213;9;9;11;Medium;Bronze;97.9
52;Male;Canada;54351;9;8;12;Low;Bronze;100.0
30;Male;USA;118975;10;5;10;High;Gold;100.0
51;Male;France;31667;7;10;7;High;Gold;100.0
41;Female;USA;76262;7;3;6;Medium;Silver;78.39
18;Male;UK;102498;10;10;13;Low;Gold;100.0
29;Female;Canada;81483;8;7;19;Medium;Gold;86.91
25;Male;Canada;41004;3;10;1;Medium;Silver;77.17
36;Male;USA;73397;2;1;13;Low;Gold;64.47
26;Female;Germany;72755;4;8;3;Low;Gold;84.51
45;Male;France;101935;1;1;9;Low;Bronze;51.6
31;Female;Canada;53156;7;7;17;Low;Bronze;100.0
44;Male;Canada;93772;8;4;14;Low;Bronze;100.0
35;Male;UK;74860;6;6;12;Medium;Silver;88.94
59;Male;USA;82539;10;4;11;Low;Gold;100.0
58;Male;UK;106757;1;7;6;Medium;Bronze;92.34
23;Male;France;80621;7;10;14;Medium;Silver;100.0
50;Female;Canada;57953;10;4;17;Low;Bronze;100.0
54;Female;USA;78575;2;5;15;Low;Bronze;78.85
59;Female;USA;77917;3;1;8;Low;Bronze;54.68
42;Male;USA;117214;5;4;1;Low;Gold;96.96
30;Male;France;76082;6;1;13;High;Bronze;74.08
40;Male;Germany;53024;10;3;1;High;Bronze;96.6
53;Male;Germany;55049;10;4;11;Low;Silver;100.0
50;Female;Germany;87995;6;5;7;Medium;Gold;100.0
38;Female;UK;49711;7;1;10;Low;Silver;72.36
51;Male;UK;92090;6;6;4;Low;Gold;93.12
53;Female;France;99657;8;10;10;Medium;Silver;100.0
34;Male;USA;97256;9;6;16;High;Bronze;100.0
27;Male;Germany;62110;7;3;12;High;Gold;70.56
40;Male;Canada;30591;7;10;8;High;Silver;100.0
61;Female;Germany;41775;3;4;3;Medium;Gold;71.64
19;Male;France;84975;2;7;3;Medium;Gold;80.8
52;Female;Germany;115668;7;8;7;High;Silver;100.0
31;Female;Canada;68644;10;9;10;Medium;Silver;100.0
64;Male;Canada;101816;7;3;13;High;Gold;100.0
62;Female;Canada;55758;4;4;12;Medium;Silver;89.08
58;Male;France;80940;7;3;15;Low;Gold;85.18
19;Female;Germany;51244;7;5;20;Medium;Bronze;87.9
36;Male;France;94449;7;10;7;Low;Bronze;100.0
33;Male;Canada;95359;9;9;20;Low;Silver;100.0
60;Male;Germany;77573;1;5;11;Medium;Gold;84.69
61;Male;UK;62087;9;2;18;High;Silver;94.53
42;Male;France;30681;4;2;19;High;Silver;65.99
18;Female;UK;64383;4;7;15;Low;Bronze;84.98
19;Male;UK;46787;4;6;16;Medium;Bronze;75.85
65;Male;USA;38268;5;1;15;Low;Gold;63.04
44;Female;Canada;59997;1;4;20;High;Silver;73.29
19;Male;UK;48110;4;7;20;Medium;Silver;94.18
47;Male;France;98368;6;5;12;High;Silver;100.0
68;Female;Canada;42148;4;8;2;Medium;Gold;91.16
27;Male;Canada;49092;5;10;10;Low;Gold;100.0
36;Female;France;54083;1;6;10;Low;Silver;75.62
59;Female;Germany;82566;10;9;18;High;Silver;100.0
33;Female;France;49087;9;8;7;Low;Gold;100.0
30;Male;Germany;68329;7;5;18;Low;Silver;83.9
65;Female;Canada;94238;8;2;12;Low;Silver;95.24
67;Male;France;82222;8;6;2;High;Gold;100.0
25;Female;UK;52517;10;8;2;Low;Bronze;99.63
67;Female;France;98753;8;2;14;Medium;Bronze;100.0
48;Female;UK;73372;4;10;17;Medium;Gold;100.0
62;Male;UK;118496;8;1;11;High;Silver;94.41
42;Female;Canada;93224;9;9;18;High;Silver;100.0
56;Male;Germany;46538;3;6;15;Medium;Bronze;83.34
38;Female;Germany;105417;7;3;12;Medium;Silver;100.0
67;Female;UK;105227;7;8;9;High;Gold;100.0
55;Male;Germany;36251;6;5;20;High;Silver;75.98
58;Female;France;75920;2;9;11;High;Silver;100.0
46;Female;UK;104852;3;10;1;Medium;Gold;100.0
23;Male;UK;78392;7;4;3;Low;Silver;92.46
35;Male;USA;76087;10;9;17;High;Gold;100.0
66;Female;France;117891;8;1;5;High;Gold;100.0
61;Female;Germany;39051;7;4;20;Medium;Silver;95.34
52;Female;Germany;77639;8;2;20;Medium;Silver;94.5
44;Male;USA;33284;3;1;5;Low;Bronze;59.66
22;Male;France;70492;7;4;4;Medium;Gold;73.25
24;Female;Canada;48953;6;8;11;Low;Bronze;91.88
27;Male;Canada;53377;3;10;16;High;Bronze;96.0
27;Male;France;55726;3;6;3;Low;Bronze;60.69
68;Female;Germany;34886;4;9;17;Low;Silver;100.0
45;Male;Canada;48108;1;4;10;High;Silver;64.35
53;Male;Canada;44245;6;2;16;Low;Silver;78.08
27;Male;Germany;31247;10;1;14;High;Gold;77.66
67;Male;France;70807;4;4;3;High;Bronze;88.56
52;Male;USA;102758;10;8;6;High;Bronze;100.0
52;Female;France;75753;10;8;4;Medium;Gold;100.0
54;Male;USA;45100;2;6;18;Medium;Silver;72.76
65;Male;France;81294;9;10;12;Medium;Bronze;100.0
37;Male;Canada;112703;5;10;6;High;Bronze;100.0
30;Male;UK;104252;4;6;7;High;Gold;88.97
28;Female;UK;69771;4;10;12;High;Silver;92.54
62;Female;Germany;107171;4;2;20;High;Bronze;76.15
